HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Source,Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K),References
2869,Animalia,Chordata,Mammalia,Soricomorpha,Talpidae,Condylura,cristata,Star-nosed mole,304.0,304.0,40.0,24.0,4.4,1.0,,1.5,30.0,55.3,,2.5,671,captivity,small,acceptable,,,0.615,49.0,310.85,"36,420,455,538,542,610,671,678,978"
2870,Animalia,Chordata,Mammalia,Soricomorpha,Talpidae,Galemys,pyrenaicus,Pyrenean desman,730.0,730.0,30.0,,4.0,2.0,,,,57.5,,,,unknown,small,low,,,,,,"434,455,542,678"
2871,Animalia,Chordata,Mammalia,Soricomorpha,Talpidae,Mogera,wogura,Japanese mole,,,40.0,,3.8,1.0,,,,97.0,,3.2,671,captivity,small,acceptable,,,,,,"671,978"
2872,Animalia,Chordata,Mammalia,Soricomorpha,Talpidae,Parascalops,breweri,Hairy-tailed mole,300.0,300.0,35.0,30.0,4.0,1.0,,10.1,34.8,62.5,,,,unknown,small,low,,,,,,"434,441,455,538,542,610,678"
2873,Animalia,Chordata,Mammalia,Soricomorpha,Talpidae,Scalopus,aquaticus,Eastern mole,335.0,335.0,36.0,36.0,3.0,1.0,,5.355,,90.0,,,,unknown,small,low,,,0.37799999999999995,48.0,309.15,"36,420,434,441,455,538,542,610,678"
2874,Animalia,Chordata,Mammalia,Soricomorpha,Talpidae,Talpa,europaea,European mole,182.0,182.0,28.0,31.0,3.0,1.1,,3.25,52.1,92.5,,,,unknown,small,low,,,,,,"434,455,542,678,680"
2875,Animalia,Chordata,Mammalia,Tubulidentata,Orycteropodidae,Orycteropus,afer,Aardvark,730.0,730.0,225.0,103.0,1.0,1.0,365.0,1800.0,6250.0,60000.0,0.0094,29.8,671,captivity,medium,acceptable,,,34.275,48000.0,307.65,"36,420,434,455,610,671,731"
2877,Animalia,Chordata,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,American alligator,4380.0,4380.0,,,,,,,,150000.0,,77.0,1298,captivity,large,high,,,0.1539,1079.0,295.31,"19,37,485,527,586,1142,1249,1298"
2878,Animalia,Chordata,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,Chinese alligator,,,,,,,,,,,,65.0,1298,captivity,medium,acceptable,,,,,,"0,451,1298"
2879,Animalia,Chordata,Reptilia,Crocodilia,Alligatoridae,Caiman,crocodilus,Spectacled caiman,,,,,,,,,,,,40.0,1298,captivity,medium,acceptable,,,,,,"0,485,1298"
2880,Animalia,Chordata,Reptilia,Crocodilia,Alligatoridae,Caiman,latirostris,Broad-snouted caiman,,,,,,,,,,,,58.0,1298,captivity,medium,acceptable,,,,,,"0,485,1298"
2881,Animalia,Chordata,Reptilia,Crocodilia,Alligatoridae,Melanosuchus,niger,Black caiman,,,,,,,,,,,,40.0,1298,captivity,small,acceptable,,,,,,"0,485,1298"
2882,Animalia,Chordata,Reptilia,Crocodilia,Alligatoridae,Paleosuchus,palpebrosus,Dwarf caiman,,,,,,,,,,,,24.1,451,captivity,medium,acceptable,,,,,,"0,451,1298"
2883,Animalia,Chordata,Reptilia,Crocodilia,Alligatoridae,Paleosuchus,trigonatus,Smooth-fronted caiman,,,,,,,,,,,,40.0,1298,captivity,medium,acceptable,,,,,,"0,485,1298"
2884,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,acutus,American crocodile,,,,,,,,,,,,47.0,1298,captivity,medium,acceptable,,,,,,"0,485,1298"
2885,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,intermedius,Orinoco crocodile,,,,,,,,,,,,41.0,1298,captivity,medium,acceptable,,,,,,"0,485,1298"
2886,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,johnstoni,Johnson's crocodile,,,,,,,,,,,,55.0,1298,wild,medium,questionable,,,,,,"0,485,586,1082,1142,1150,1298"
2887,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,moreletii,Morelet's crocodile,,,,,,,,,,,,25.4,451,captivity,medium,acceptable,,,,,,"0,451,1298"
2888,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,niloticus,Nile crocodile,,,,,,,,,,,,56.0,1298,captivity,medium,acceptable,,,,,,"0,451,527,586,1298"
2889,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,novaeguineae,New Guinea crocodile,,,,,,,,,,,,51.0,451,captivity,medium,acceptable,,,,,,"0,451,1298"
2890,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,palustris,Mugger or marsh crocodile,,,,,,,,,,,,44.0,1298,captivity,small,acceptable,,,,,,"0,485,1298"
2891,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,porosus,Saltwater crocodile,,,,,,,,,,,,57.0,1298,captivity,medium,questionable,,,,,,"0,485,1298"
2892,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,rhombifer,Cuban crocodile,,,,,,,,,,,,48.0,1298,captivity,medium,acceptable,,,,,,"0,451,1142,1298"
2893,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,siamensis,Siamese crocodile,,,,,,,,,,,,49.0,1298,captivity,medium,acceptable,,,,,,"0,451,1298"
2894,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Mecistops,cataphractus,African slender-snouted crocodile,,,,,,,,,,,,56.1,485,captivity,medium,acceptable,,,,,,"0,485,1298"
2895,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Osteolaemus,tetraspis,West African dwarf crocodile,1825.0,1825.0,,,10.0,,,,,40000.0,,70.0,"John Gramieri, pers. comm.",captivity,medium,acceptable,,,,,,"0,448,1298"
2896,Animalia,Chordata,Reptilia,Crocodilia,Gavialidae,Gavialis,gangeticus,Gharial,,,,,,,,,,,,59.0,1298,captivity,small,acceptable,,,,,,"0,451,1142,1298"
2897,Animalia,Chordata,Reptilia,Crocodilia,Gavialidae,Tomistoma,schlegelii,False gharial,,,,,,,,,,,,24.7,451,captivity,medium,acceptable,,,,,,"0,451,1298"
2898,Animalia,Chordata,Reptilia,Rhynchocephalia,Sphenodontidae,Sphenodon,punctatus,Tuatara,4380.0,4380.0,,,,,,,,430.0,,90.0,451,captivity,medium,acceptable,,,0.0605,430.0,295.5,"37,451,527"
2899,Animalia,Chordata,Reptilia,Squamata,Acrochordidae,Acrochordus,arafurae,Arafuran file snake,,,,,,,,,,,,8.8,451,captivity,small,acceptable,,,,,,451
2900,Animalia,Chordata,Reptilia,Squamata,Acrochordidae,Acrochordus,javanicus,Javan wart snake,,,,,,,,,,,,5.8,451,captivity,small,questionable,,,,,,451
2901,Animalia,Chordata,Reptilia,Squamata,Agamidae,Acanthocercus,atricollis,Plains agama,,,,,,,,,,,,6.0,451,captivity,small,acceptable,,,,,,451
2902,Animalia,Chordata,Reptilia,Squamata,Agamidae,Agama,impalearis,Bibron's agama,,,,,,,,,,,,6.0,451,captivity,small,acceptable,,,,,,451
2903,Animalia,Chordata,Reptilia,Squamata,Agamidae,Amphibolurus,nobbi,Nobbi,,,,,,,,,,,,,,unknown,small,low,,,,,,"248,451"
2904,Animalia,Chordata,Reptilia,Squamata,Agamidae,Calotes,versicolor,Indian changeable lizard,,,,,,,,,,,,5.0,582,captivity,tiny,acceptable,,,,,,"2,19,362,363,364,365,366,367,368,456,582"
2905,Animalia,Chordata,Reptilia,Squamata,Agamidae,Chlamydosaurus,kingii,Frilled lizard,,,,,,,,,,,,9.9,451,captivity,medium,acceptable,,,,,,451
2906,Animalia,Chordata,Reptilia,Squamata,Agamidae,Hydrosaurus,amboinensis,Sailfin lizard,,,,,,,,,,,,24.4,451,captivity,small,acceptable,,,,,,451
2907,Animalia,Chordata,Reptilia,Squamata,Agamidae,Hydrosaurus,pustulatus,Philippine sailfin lizard,,,,,,,,,,,,15.2,451,captivity,medium,acceptable,,,,,,451
2908,Animalia,Chordata,Reptilia,Squamata,Agamidae,Laudakia,stellio,Levant starred lizard,,,,,,,,,,,,6.0,451,captivity,small,acceptable,,,,,,451
2909,Animalia,Chordata,Reptilia,Squamata,Agamidae,Leiolepis,belliana,Butterfly lizard,,,,,,,,,,,,5.6,485,captivity,tiny,questionable,,,,,,485
2910,Animalia,Chordata,Reptilia,Squamata,Agamidae,Physignathus,cocincinus,Water dragon,,,,,,,,,,,,15.3,451,captivity,medium,acceptable,,,,,,451
2911,Animalia,Chordata,Reptilia,Squamata,Agamidae,Physignathus,lesueurii,Eastern water dragon,,,,,,,,,,,,18.9,451,captivity,medium,acceptable,,,,,,451
2912,Animalia,Chordata,Reptilia,Squamata,Agamidae,Pogona,barbata,Eastern bearded dragon,,,,,,,,,,,,9.9,1,captivity,medium,acceptable,,,,,,1
2913,Animalia,Chordata,Reptilia,Squamata,Agamidae,Pogona,vitticeps,Central bearded dragon,,,,,,,,,,500.0,,12.0,992,unknown,medium,questionable,,,,,,992
2914,Animalia,Chordata,Reptilia,Squamata,Agamidae,Uromastyx,acanthinura,North African spiny dabb lizard,,,,,,,,,,,,11.4,582,captivity,medium,acceptable,,,,,,582
2915,Animalia,Chordata,Reptilia,Squamata,Agamidae,Uromastyx,aegyptia,Egyptian spiny-tailed lizard,,,,,,,,,,,,15.3,451,captivity,medium,acceptable,,,,,,"451,1186"
2916,Animalia,Chordata,Reptilia,Squamata,Agamidae,Uromastyx,dispar,Sudan mastigure,,,,,,,,,,,,17.0,website feedback,captivity,tiny,questionable,,,,,,
2917,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Amphisbaena,alba,Red worm lizard,,,,,,,,,,,,15.1,485,captivity,small,acceptable,,,,,,485
2918,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Blanus,cinereus,Spanish grey amphisbaena,,,,,,,,,,,,16.0,451,captivity,small,acceptable,,,,,,451
2919,Animalia,Chordata,Reptilia,Squamata,Anguidae,Anguis,fragilis,Slow worm,,,,,,,,,,,,54.0,1,captivity,medium,acceptable,,,,,,1
2920,Animalia,Chordata,Reptilia,Squamata,Anguidae,Diploglossus,monotropis,Galliwasp,,,,,,,,,,,,12.3,451,captivity,small,acceptable,,,,,,451
2921,Animalia,Chordata,Reptilia,Squamata,Anguidae,Elgaria,kingii,Madrean alligator lizard,,,,,,,,,,,,12.3,451,captivity,small,acceptable,,,,,,451
2922,Animalia,Chordata,Reptilia,Squamata,Anguidae,Elgaria,multicarinata,Southern alligator lizard,,,,,,,,,,31.5,,9.8,451,captivity,small,acceptable,,,0.0132,31.5,295.5,"37,451"
2923,Animalia,Chordata,Reptilia,Squamata,Anguidae,Gerrhonotus,liocephalus,Texas alligator lizard,,,,,,,,,,,,,,unknown,tiny,low,,,,,,451
2924,Animalia,Chordata,Reptilia,Squamata,Anguidae,Ophisaurus,ventralis,Eastern glass lizard,,,,,,,,,,,,14.8,451,captivity,small,acceptable,,,,,,451
2925,Animalia,Chordata,Reptilia,Squamata,Anguidae,Pseudopus,apodus,Armored glass lizard,730.0,730.0,42.0,,8.0,,,,,450.0,,54.0,448,unknown,medium,acceptable,,,,,,448
2926,Animalia,Chordata,Reptilia,Squamata,Atractaspididae,Atractaspis,bibronii,Bibron's mole viper,,,,,,,,,,,,23.9,485,captivity,small,acceptable,,,,,,485
2927,Animalia,Chordata,Reptilia,Squamata,Boidae,Boa,constrictor,Boa constrictor,1095.0,1095.0,125.0,,35.0,,,,,3532.0,,40.4,485,captivity,large,acceptable,,,0.3589,3532.0,293.0,"37,448,485,527"
2928,Animalia,Chordata,Reptilia,Squamata,Boidae,Chilabothrus,angulifer,Cuban boa,,,,,,,,,,,,22.6,485,captivity,medium,acceptable,,,,,,485
2929,Animalia,Chordata,Reptilia,Squamata,Boidae,Chilabothrus,chrysogaster,Turks and Caicos boa,,,,,,,,,,,,14.2,451,captivity,small,acceptable,,,,,,451
2930,Animalia,Chordata,Reptilia,Squamata,Boidae,Chilabothrus,exsul,Abaco Island boa,,,,,,,,,,,,21.7,485,captivity,small,acceptable,,,,,,485
2931,Animalia,Chordata,Reptilia,Squamata,Boidae,Chilabothrus,fordii,Haitian ground boa,,,,,,,,,,,,24.4,451,captivity,small,acceptable,,,,,,451
2932,Animalia,Chordata,Reptilia,Squamata,Boidae,Chilabothrus,inornatus,Puerto rican boa,,,,,,,,,,,,23.9,451,captivity,small,acceptable,,,,,,451
2933,Animalia,Chordata,Reptilia,Squamata,Boidae,Chilabothrus,striatus,Haitian boa,,,,,,,,,,,,22.1,485,captivity,medium,acceptable,,,,,,485
2934,Animalia,Chordata,Reptilia,Squamata,Boidae,Chilabothrus,subflavus,Jamaica boa,,,,,,,,,,,,24.3,451,captivity,medium,acceptable,,,,,,451
2935,Animalia,Chordata,Reptilia,Squamata,Boidae,Corallus,annulatus,Annulated boa,,,,,,,,,,,,15.3,451,captivity,small,acceptable,,,,,,451
2936,Animalia,Chordata,Reptilia,Squamata,Boidae,Corallus,caninus,Emerald tree-boa,,,,,,,,,,,,18.6,451,captivity,medium,acceptable,,,,,,451
2937,Animalia,Chordata,Reptilia,Squamata,Boidae,Corallus,hortulanus,Amazonian tree boa,,,,,,,,,,,,15.0,451,captivity,medium,acceptable,,,,,,451
2938,Animalia,Chordata,Reptilia,Squamata,Boidae,Epicrates,cenchria,Rainbow boa,,,,,,,,,,,,31.0,485,captivity,large,acceptable,,,,,,485
2939,Animalia,Chordata,Reptilia,Squamata,Boidae,Eunectes,deschauenseei,Dark-spotted anaconda,,,,,,,,,,,,23.2,451,captivity,small,acceptable,,,,,,451
2940,Animalia,Chordata,Reptilia,Squamata,Boidae,Eunectes,murinus,Green anaconda,,,,,,,,,,,,31.8,451,captivity,medium,acceptable,,,,,,451
2941,Animalia,Chordata,Reptilia,Squamata,Boidae,Eunectes,notaeus,Paraguayan anaconda,,,,,,,,,,,,23.6,451,captivity,medium,acceptable,,,,,,"448,451"
2942,Animalia,Chordata,Reptilia,Squamata,Bolyeriidae,Casarea,dussumieri,Round Island boas,,,,,,,,,,,,17.8,451,captivity,small,acceptable,,,,,,451
2943,Animalia,Chordata,Reptilia,Squamata,Candoiidae,Candoia,aspera,New Guinea boa,,,,,,,,,,,,9.9,485,captivity,small,acceptable,,,,,,485
2944,Animalia,Chordata,Reptilia,Squamata,Candoiidae,Candoia,bibroni,Pacific tree boa,,,,,,,,,,,,16.9,451,captivity,small,acceptable,,,,,,451
2945,Animalia,Chordata,Reptilia,Squamata,Candoiidae,Candoia,carinata,Pacific ground boa,,,,,,,,,,,,16.6,485,captivity,medium,acceptable,,,,,,485
2946,Animalia,Chordata,Reptilia,Squamata,Carphodactylidae,Underwoodisaurus,milii,Thick-tailed gecko,,,,,,,,,,,,12.0,451,captivity,small,acceptable,,,,,,451
2947,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Calumma,parsonii,Parson's chameleon,,,,,,,,,,,,9.0,1291,captivity,small,acceptable,,,,,,"451,1291"
2948,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,chamaeleon,Common chameleon,,,,,,,,,,,,3.6,451,captivity,small,acceptable,,,,,,451
2949,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,dilepis,Flapneck chameleon,,,,,,,,,,,,4.0,451,captivity,small,acceptable,,,,,,451
2950,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Furcifer,labordi,Labord's chameleon,60.0,60.0,260.0,,11.0,,,,,,,0.4,1077,wild,medium,acceptable,,,,,,1077
2951,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Furcifer,pardalis,Panther chameleon,,,,,,,,,,,,5.2,451,captivity,medium,acceptable,,,,,,451
2952,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Trioceros,jacksonii,Jackson's chameleon,,,,,,,,,,,,8.2,485,captivity,small,acceptable,,,,,,485
2953,Animalia,Chordata,Reptilia,Squamata,Charinidae,Charina,bottae,Rubber boa,,,,,,,,,,,,26.5,451,captivity,small,acceptable,,,,,,451
2954,Animalia,Chordata,Reptilia,Squamata,Charinidae,Lichanura,trivirgata,Rosy boa,,,130.0,,7.0,,,,,450.0,,31.0,451,captivity,small,acceptable,,,,,,"448,451"
2955,Animalia,Chordata,Reptilia,Squamata,Charinidae,Ungaliophis,continentalis,Round-spot banana boa,,,,,,,,,,,,17.7,485,captivity,small,acceptable,,,,,,485
2956,Animalia,Chordata,Reptilia,Squamata,Charinidae,Ungaliophis,panamensis,Panama wood snake,,,,,,,,,,,,14.2,485,captivity,tiny,acceptable,,,,,,485
2957,Animalia,Chordata,Reptilia,Squamata,Colubridae,Arizona,elegans,Glossy snake,,,,,,,,,,,,19.1,451,captivity,tiny,acceptable,,,,,,451
2958,Animalia,Chordata,Reptilia,Squamata,Colubridae,Bogertophis,subocularis,Trans-pecos rat snake,730.0,730.0,,,5.0,,,,,,,23.8,451,captivity,small,acceptable,,,,,,"451,468"
2959,Animalia,Chordata,Reptilia,Squamata,Colubridae,Boiga,blandingii,Blanding's cat snake,,,,,,,,,,,,12.6,451,captivity,small,acceptable,,,,,,451
2960,Animalia,Chordata,Reptilia,Squamata,Colubridae,Boiga,cynodon,Dog-tooth cat snake,,,,,,,,,,,,9.6,485,captivity,tiny,acceptable,,,,,,485
2961,Animalia,Chordata,Reptilia,Squamata,Colubridae,Boiga,dendrophila,Mangrove snake,,,,,,,,,,,,17.0,451,captivity,medium,acceptable,,,,,,451
2962,Animalia,Chordata,Reptilia,Squamata,Colubridae,Boiga,irregularis,Brown tree snake,,,,,,,,,,,,13.1,451,captivity,small,acceptable,,,,,,451
2963,Animalia,Chordata,Reptilia,Squamata,Colubridae,Boiga,trigonata,Common catsnake/indian gamma snake,,,,,,,,,,,,8.2,485,captivity,small,acceptable,,,,,,485
2964,Animalia,Chordata,Reptilia,Squamata,Colubridae,Cemophora,coccinea,Scarlet snake,,,,,,,,,,,,10.4,451,captivity,small,acceptable,,,,,,451
2965,Animalia,Chordata,Reptilia,Squamata,Colubridae,Chilomeniscus,stramineus,Banded sand snake,,,,,,,,,,,,4.0,485,captivity,small,acceptable,,,,,,485
2966,Animalia,Chordata,Reptilia,Squamata,Colubridae,Clelia,clelia,Mussarana,,,,,,,,,,,,11.5,485,captivity,small,acceptable,,,,,,485
2967,Animalia,Chordata,Reptilia,Squamata,Colubridae,Clonophis,kirtlandii,Kirtland's snake,,,,,,,,,,,,8.4,451,captivity,small,acceptable,,,,,,451
2968,Animalia,Chordata,Reptilia,Squamata,Colubridae,Coluber,constrictor,Northern black racer,,,,,,,,,,,,10.0,528,unknown,medium,acceptable,,,,,,528
2969,Animalia,Chordata,Reptilia,Squamata,Colubridae,Coluber,ravergieri,Palaearctic tail-lined snake,,,,,,,,,,,,13.8,582,captivity,tiny,acceptable,,,,,,582
2970,Animalia,Chordata,Reptilia,Squamata,Colubridae,Dasypeltis,atra,Montane egg eater,,,,,,,,,,,,,,unknown,small,low,,,,,,485
2971,Animalia,Chordata,Reptilia,Squamata,Colubridae,Dasypeltis,medici,East African egg-eating snake,,,,,,,,,,,,8.6,485,captivity,small,questionable,,,,,,485
2972,Animalia,Chordata,Reptilia,Squamata,Colubridae,Dasypeltis,scabra,African egg-eating snake,,,,,,,,,,,,22.1,451,captivity,small,acceptable,,,,,,451
2973,Animalia,Chordata,Reptilia,Squamata,Colubridae,Dinodon,rufozonatum,Red barded snake,,,,,,,,,,,,13.7,485,captivity,small,acceptable,,,,,,485
2974,Animalia,Chordata,Reptilia,Squamata,Colubridae,Drymarchon,corais,Indigo snake,,,,,6.0,,,,,,,25.9,485,captivity,medium,acceptable,,,,,,"437,485"
2975,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,bairdi,Baird's rat snake,,,,,,,,,,,,16.3,451,captivity,small,acceptable,,,,,,451
2976,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,climacophora,Japanese rat snake,,,,,,,,,,,,13.1,485,captivity,small,acceptable,,,,,,"87,485"
2977,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,flavirufa,Yellow-red/tropical rat snake,,,,,,,,,,,,16.3,451,captivity,small,acceptable,,,,,,451
2978,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,guttata,Corn snake,600.0,600.0,,,12.0,,,,,900.0,,32.3,451,captivity,large,high,,,,,,"448,451,759"
2979,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,helena,Trinket snake,730.0,730.0,,,,,,,,,,15.0,759,unknown,medium,acceptable,,,,,,759
2980,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,moellendorffi,Red-headed rat snake,,,,,,,,,,,,21.1,451,captivity,small,acceptable,,,,,,451
2981,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,obsoleta,Black rat snake,1460.0,1460.0,,,,,,,,,,33.9,451,captivity,large,acceptable,,,,,,"451,528"
2982,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,quadrivirgata,Japanese four-lined rat snake,,,,,,,,,,,,16.8,485,captivity,tiny,acceptable,,,,,,485
2983,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,schrenckii,Russian ratsnake,,,,,,,,,,,,13.7,451,captivity,small,acceptable,,,,,,451
2984,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,situla,European leopard snake,,,,,,,,,,,,23.0,485,captivity,small,acceptable,,,,,,485
2985,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,taeniura,Taipan beauty snake,,,,,,,,,,,,11.6,485,captivity,medium,acceptable,,,,,,485
2986,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,vulpina,Eastern fox snake,,,,,,,,,,,,17.0,451,captivity,medium,acceptable,,,,,,451
2987,Animalia,Chordata,Reptilia,Squamata,Colubridae,Farancia,abacura,Western mud snake,,,,,,,,,,,,19.0,528,unknown,medium,acceptable,,,,,,528
2988,Animalia,Chordata,Reptilia,Squamata,Colubridae,Gonyosoma,oxycephalum,Red-tailed rat snake,,,,,,,,,,,,15.1,451,captivity,small,acceptable,,,,,,451
2989,Animalia,Chordata,Reptilia,Squamata,Colubridae,Heterodon,nasicus,Mexican hognose snake,730.0,730.0,56.0,,13.0,,,,,,,19.8,485,captivity,medium,acceptable,,,,,,"468,485"
2990,Animalia,Chordata,Reptilia,Squamata,Colubridae,Heterodon,platirhinos,Eastern hognose snake,730.0,730.0,,,,,,,,,,9.1,528,unknown,medium,questionable,,,,,,528
2991,Animalia,Chordata,Reptilia,Squamata,Colubridae,Hydrodynastes,gigas,False water snake,,,,,,,,,,,,16.9,485,captivity,medium,acceptable,,,,,,485
2992,Animalia,Chordata,Reptilia,Squamata,Colubridae,Hypsiglena,torquata,Night snake,,,,,,,,,,,,12.2,451,captivity,tiny,acceptable,,,,,,451
2993,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,alterna,Gray-banded kingsnake,,,,,,,,,,,,19.7,451,captivity,medium,acceptable,,,,,,451
2994,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,calligaster,Prairie kingsnake,1095.0,1095.0,,,,,,,,,,23.8,485,captivity,small,acceptable,,,,,,"485,528"
2995,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,getula,Common kingsnake,1095.0,1095.0,,,,,,,,,,33.3,485,captivity,large,acceptable,,,,,,"19,485,528,759"
2996,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,mexicana,Greer's kingsnake,,,,,,,,,,,,15.6,451,captivity,medium,acceptable,,,,,,451
2997,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,pyromelana,Sonoran mountain kingsnake,,,,,,,,,,,,22.4,485,captivity,medium,acceptable,,,,,,485
2998,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,triangulum,Milk snake,,,,,,,,,,,,22.6,451,captivity,large,acceptable,,,,,,451
2999,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,zonata,California mountain kingsnake,,,,,,,,,,,,28.8,451,captivity,small,acceptable,,,,,,451
3000,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lamprophis,fuliginosus,African house snake,182.0,182.0,,,,,,,,,,9.0,759,unknown,medium,acceptable,,,,,,759
3001,Animalia,Chordata,Reptilia,Squamata,Colubridae,Leioheterodon,madagascariensis,Madagascar giant hognose snake,,,,,,,,,,,,27.2,451,captivity,medium,acceptable,,,,,,451
3002,Animalia,Chordata,Reptilia,Squamata,Colubridae,Leptophis,mexicanus,Parrot snake,,,,,,,,,,,,7.7,485,captivity,small,acceptable,,,,,,485
3003,Animalia,Chordata,Reptilia,Squamata,Colubridae,Macroprotodon,cucullatus,False smooth snake,,,,,,,,,,,,5.9,485,captivity,small,acceptable,,,,,,485
3004,Animalia,Chordata,Reptilia,Squamata,Colubridae,Masticophis,flagellum,Coachwhip,,,,,,,,,,,,20.2,451,captivity,small,acceptable,,,,,,451
3005,Animalia,Chordata,Reptilia,Squamata,Colubridae,Mehelya,capensis,Lapi file snake,,,,,,,,,,,,10.9,485,captivity,small,acceptable,,,,,,485
3006,Animalia,Chordata,Reptilia,Squamata,Colubridae,Natrix,natrix,Grass snake,1460.0,1460.0,,,,,,,,96.25,,20.0,451,captivity,medium,acceptable,,,0.0295,94.2,290.25,"19,37,451,527"
3007,Animalia,Chordata,Reptilia,Squamata,Colubridae,Nerodia,erythrogaster,Plain-bellied water snake,,,,,,,,,,,,14.8,451,captivity,medium,acceptable,,,,,,451
3008,Animalia,Chordata,Reptilia,Squamata,Colubridae,Nerodia,sipedon,Northern water snake,730.0,730.0,,,,,,,,,,9.6,451,captivity,medium,acceptable,,,,,,"451,528"
3009,Animalia,Chordata,Reptilia,Squamata,Colubridae,Nerodia,taxispilota,Brown water snake,,,,,,,,,,,,6.1,451,captivity,small,questionable,,,,,,451
3010,Animalia,Chordata,Reptilia,Squamata,Colubridae,Opheodrys,aestivus,Rough greensnake,730.0,730.0,,,,,,,,,,7.2,451,captivity,medium,acceptable,,,,,,"451,528"
3011,Animalia,Chordata,Reptilia,Squamata,Colubridae,Opheodrys,vernalis,Smooth green snake,,,,,,,,,,,,6.1,451,captivity,tiny,acceptable,,,,,,451
3012,Animalia,Chordata,Reptilia,Squamata,Colubridae,Oxybelis,aeneus,Brown vine snake,,,,,,,,,,,,15.2,451,captivity,tiny,acceptable,,,,,,451
3013,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pituophis,catenifer,Gopher snake,,,,,,,,,,,,33.8,485,captivity,medium,acceptable,,,,,,485
3014,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pituophis,melanoleucus,Bull snake,,,,,,,,,,,,22.4,485,captivity,medium,acceptable,,,,,,485
3015,Animalia,Chordata,Reptilia,Squamata,Colubridae,Psammophis,subtaeniatus,Stripe-belly sand racer,,,,,,,,,,,,5.8,485,captivity,small,acceptable,,,,,,485
3016,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pseudaspis,cana,Mole snake,,,,,,,,,,,,8.3,485,captivity,small,acceptable,,,,,,485
3017,Animalia,Chordata,Reptilia,Squamata,Colubridae,Ptyas,mucosus,Indian rat snake,,,,,,,,,,,,11.3,1,wild,medium,acceptable,,,,,,1
3018,Animalia,Chordata,Reptilia,Squamata,Colubridae,Regina,septemvittata,Queen snake,1095.0,1095.0,,,,,,,,,,19.3,485,captivity,small,acceptable,,,,,,"485,528"
