HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Source,Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K),References
149,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,cinereus,Eastern red-backed salamander,730.0,730.0,,,8.0,,,,,0.5,,25.0,528,wild,medium,acceptable,,,9.9e-05,0.76,278.5,"37,468,526,528,529"
150,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,dunni,Dunn's salamander,1095.0,1095.0,70.0,,9.4,,,,,,,11.0,485,captivity,small,acceptable,,,,,,"485,749"
151,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,elongatus,Del Norte salamander,,,,,7.0,,,,,,,13.3,485,captivity,small,acceptable,,,,,,"485,749"
152,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,glutinosus,Northern slimy salamander,910.0,910.0,,,21.0,,,,,4.2,,20.1,485,captivity,small,acceptable,,,0.0019100000000000002,4.2,288.0,"37,468,485"
153,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,jordani,Red-cheeked salamander,1825.0,1095.0,,,,,,,,,,19.8,485,captivity,tiny,acceptable,,,,,,"485,512,528"
154,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,vehiculum,Western red-backed salamander,,,,,,,,,,,,11.1,485,captivity,small,acceptable,,,,,,485
155,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,yonahlossee,Yonahlossee salamander,1095.0,1095.0,,,,,,,,,,,,unknown,tiny,low,,,,,,"451,528"
156,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Pseudotriton,montanus,Mud salamander,1643.0,1095.0,,,,,,,,,,15.1,485,captivity,small,acceptable,,,,,,"485,749"
157,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Pseudotriton,ruber,Red salamander,1825.0,1460.0,75.0,,80.0,,,,,,,20.1,485,captivity,small,acceptable,,,,,,"485,749"
158,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Speleomantes,italicus,Italian cave salamander,1278.0,1278.0,304.0,,10.0,,,,,,,10.6,485,captivity,small,acceptable,,,,,,"485,749"
159,Animalia,Chordata,Amphibia,Caudata,Proteidae,Necturus,maculosus,Mudpuppy,2190.0,1825.0,50.0,,68.0,,,,,,,34.0,,unknown,medium,acceptable,,,,,,"528,539,749"
160,Animalia,Chordata,Amphibia,Caudata,Proteidae,Necturus,punctatus,Dwarf waterdog,1825.0,1825.0,,,30.0,,,,,,,,,unknown,tiny,low,,,,,,"451,528,749"
161,Animalia,Chordata,Amphibia,Caudata,Proteidae,Proteus,anguinus,Olm,4124.0,,133.0,,35.0,,4562.0,,,17.0,,102.0,934,wild,medium,acceptable,,999.0,,,,"485,749,934"
162,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Calotriton,asper,Pyrenean brook newt,,,,,,,,,,,,26.0,525,wild,medium,acceptable,,,,,,525
163,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Cynops,ensicauda,Brown newt,,,,,,,,,,,,17.9,451,captivity,medium,acceptable,,,,,,451
164,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Cynops,pyrrhogaster,Japanese firebelly newt,913.0,913.0,20.0,,200.0,,,,,,,25.0,485,captivity,medium,acceptable,,,,,,"85,485,749,880,1260"
165,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Ichthyosaura,alpestris,Laureutis alpine salamander,1460.0,1095.0,,,,,,,,,,15.0,451,captivity,small,acceptable,,,,,,"451,462,525"
166,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton,boscai,Bosca's newt,,,,,160.0,,,,,,,8.0,525,wild,medium,acceptable,,,,,,"525,749"
167,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton,vulgaris,Smooth newt,1095.0,730.0,,,180.0,,,,,,,20.0,525,captivity,medium,acceptable,,,,,,"525,749"
168,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Notophthalmus,perstriatus,Striped newt,487.0,487.0,,,,,,,,,,12.9,485,captivity,large,acceptable,,,,,,"485,749"
169,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Notophthalmus,viridescens,Eastern newt,2000.0,2000.0,,,,,,,,,,25.0,website feedback,captivity,medium,acceptable,,,,,,"233,483,525,528,749"
170,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Pachytriton,brevipes,Tsitou newt,,,,,,,,,,,,6.5,451,captivity,small,acceptable,,,,,,451
171,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Paramesotriton,chinensis,Asian newt,,,,,,,,,,,,10.3,485,captivity,tiny,acceptable,,,,,,485
172,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Pleurodeles,poireti,Algerian newt,,,,,,,,,,,,14.0,451,captivity,small,acceptable,,,,,,451
173,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Pleurodeles,waltl,Iberian ribbed newt,,,13.0,,725.0,,,,,,,19.5,451,captivity,medium,acceptable,,,,,,"451,749"
174,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandra,atra,Golden alpine salamander,,,,,,,,,,,,17.0,525,wild,medium,acceptable,,,,,,525
175,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandra,salamandra,European fire salamander,,,,,,,,,,19.1,,24.0,451,captivity,medium,acceptable,,,0.00857,19.1,288.0,"37,451"
176,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Taricha,granulosa,Rough-skinned newt,1278.0,1278.0,23.0,,,,,,,12.32,,,,unknown,small,low,,,0.00518,12.2,288.0,"37,451,749"
177,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Taricha,rivularis,Red-bellied newt,1825.0,1825.0,18.0,,10.0,,,,,,,,,unknown,tiny,low,,,,,,"485,749"
178,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Taricha,torosa,California newt,1095.0,1095.0,45.0,,122.0,,,0.45,,,,21.8,451,captivity,small,acceptable,,,,,,"451,749"
179,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Triturus,carnifex,Italian crested newt,,,,,,,,,,,,11.0,525,wild,medium,acceptable,,,,,,525
180,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Triturus,cristatus,Northern crested newt,,,16.0,,225.0,,,,,,,28.0,525,captivity,medium,acceptable,,,,,,"327,525,749"
181,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Triturus,marmoratus,Marbled newt,1460.0,1460.0,,,,,,,,,,25.0,525,captivity,small,acceptable,,,,,,525
182,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Tylototriton,verrucosus,Mandarin salamander,1460.0,1460.0,,,43.0,,,,,,,11.0,525,wild,medium,acceptable,,,,,,"485,525,749"
183,Animalia,Chordata,Amphibia,Caudata,Sirenidae,Siren,intermedia,Lesser siren,730.0,730.0,60.0,,350.0,,,,,,,25.7,451,captivity,medium,acceptable,,,,,,"451,468,749"
184,Animalia,Chordata,Amphibia,Caudata,Sirenidae,Siren,lacertina,Greater siren,,,,,500.0,,,,,,,25.0,485,captivity,small,acceptable,,,,,,"485,749"
185,Animalia,Chordata,Amphibia,Gymnophiona,Caeciliidae,Dermophis,mexicanus,Mexican burrowing caecilian,,,,,,,,,,,,13.8,451,captivity,small,acceptable,,,,,,451
186,Animalia,Chordata,Amphibia,Gymnophiona,Caeciliidae,Typhlonectes,compressicauda,Cayenne caecilian,,,,,,,,,,,,4.9,485,captivity,small,acceptable,,,,,,485
187,Animalia,Chordata,Amphibia,Gymnophiona,Caeciliidae,Typhlonectes,natans,Aquatic caecilian,,,,,,,,,,,,,,unknown,medium,low,,,,,,451
188,Animalia,Chordata,Amphibia,Gymnophiona,Ichthyophiidae,Ichthyophis,kohtaoensis,Yellow-striped caecilian,,,,,,,,,,,,7.3,451,captivity,small,acceptable,,,,,,451
190,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,cooperii,Cooper's hawk,730.0,730.0,24.0,,4.0,1.0,,28.0,,526.64,0.212,20.3,427,wild,medium,acceptable,,,,,,"427,444,445,732"
191,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,gentilis,Northern goshawk,365.0,730.0,33.0,,3.0,1.0,,,,1044.2,0.225,22.0,450,wild,medium,acceptable,,,,,,"437,444,445,450,729,732,1143"
192,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,nisus,Eurasian sparrowhawk,365.0,365.0,,,,,,,,237.5,0.258,20.2,450,wild,medium,acceptable,,,0.9516,135.0,,"450,510,729,732,820,1143,1150"
193,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,striatus,Sharp-shinned hawk,365.0,365.0,34.0,,4.0,1.0,,,,135.0,,19.9,427,wild,medium,acceptable,,,,,,"427,437,444,445"
194,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aegypius,monachus,Cinereous vulture,,,,,,,,,,9625.0,,39.0,1,captivity,medium,acceptable,,,,,,"1,821"
195,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,adalberti,Spanish imperial eagle,,,,,,,,,,3000.0,,44.5,575,captivity,small,acceptable,,,,,,"575,972"
196,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,audax,Wedge-tailed eagle,,,,,,,,,,3466.0,,40.0,1,captivity,small,acceptable,,,,,,"1,820"
197,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,chrysaetos,Golden eagle,1460.0,1460.0,40.0,,2.0,1.0,,110.6,,4800.0,0.126,48.0,437,captivity,medium,acceptable,,,4.9929,3000.0,,"61,425,437,440,445,732"
198,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,fasciata,Bonelli's eagle,,,,,,,,,,2000.0,0.154,20.0,1,captivity,small,acceptable,,,,,,"1,732,820"
199,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,heliaca,Eastern imperical eagle,,,,,,,,,,3262.0,,56.0,1,captivity,medium,acceptable,,,,,,"1,821"
200,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,nipalensis,Steppe eagle,,,,,,,,,,2745.5,,41.0,1,captivity,small,acceptable,,,,,,"1,820"
201,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,pomarina,Lesser spotted eagle,,,,,,,,,,1370.0,,26.1,1,wild,medium,acceptable,,,,,,"1,820"
202,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,rapax,Tawny eagle,,,,,,,,,,1996.1,0.09300000000000001,40.3,575,captivity,medium,acceptable,,,,,,"575,732,821"
203,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Butastur,indicus,Grey-faced buzzard,,,,,,,,,,415.0,,8.5,1,wild,medium,acceptable,,,,,,"1,820"
204,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,buteo,Buzzard,730.0,730.0,,,,,,,,1012.0,0.18899999999999997,28.8,450,wild,medium,acceptable,,,,,,"450,729,732"
205,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,jamaicensis,Red-tailed hawk,730.0,730.0,31.0,,3.0,1.0,,57.6,,1362.0,0.188,30.7,427,wild,large,acceptable,,,,,,"1,427,437,444,445,732"
206,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,lagopus,Rough-legged hawk,730.0,730.0,29.0,,5.0,1.0,,41.62,,980.64,,18.8,450,wild,small,acceptable,,,,,,"437,444,445,450"
207,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,lineatus,Red-shouldered hawk,365.0,365.0,33.0,,3.5,1.0,,35.0,,607.0,,22.4,427,wild,medium,acceptable,,,2.11,658.0,,"427,435,440,444,445,820"
208,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,platypterus,Broad-winged hawk,365.0,365.0,25.0,,2.5,1.0,,28.0,,454.0,0.271,18.3,577,wild,small,acceptable,,,,,,"444,445,577,732"
209,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,regalis,Ferruginous hawk,730.0,730.0,32.0,,3.0,1.0,,51.6,,1500.0,0.171,23.7,427,wild,medium,acceptable,,,,,,"427,437,445,448,732"
210,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,rufinus,Long-legged buzzard,,,,,,,,,,1174.5,,,,unknown,small,low,,,,,,"450,820"
211,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,solitarius,Hawaiian hawk,,,38.0,,1.0,,,35.0,,505.0,,17.0,445,wild,medium,acceptable,,,,,,445
212,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,swainsoni,Swainson's hawk,730.0,730.0,31.0,,3.0,1.0,,39.4,,980.64,0.158,24.9,427,wild,medium,acceptable,,,,,,"427,437,444,445,732,818"
213,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteogallus,anthracinus,Common black hawk,730.0,730.0,38.0,,1.5,1.0,,,,837.0,,13.5,1,wild,medium,acceptable,,,,,,"1,444,445"
214,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circaetus,cinereus,Brown snake eagle,,,,,,,,,,2048.0,0.037000000000000005,,,unknown,tiny,low,,,,,,"1,732,820"
215,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circaetus,gallicus,Short-toed eagle,1095.0,1095.0,,,,,,,,1699.5,,17.3,1,wild,medium,acceptable,,,,,,"1,729,820"
216,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,aeruginosus,Swamp harrier,730.0,730.0,,,,,,,,711.5,,20.1,450,wild,medium,acceptable,,,,,,"450,729,820"
217,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,cyaneus,Northern harrier,365.0,365.0,31.0,,4.4,1.0,,23.8,,392.0,0.25,17.1,450,wild,medium,acceptable,,,,,,"437,444,445,450,732"
218,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,macrourus,Pallid harrier,,,,,,,,,,388.5,,13.5,1,wild,medium,acceptable,,,,,,"1,820"
219,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,pygargus,Montagu's harrier,730.0,730.0,,,,,,,,315.5,,16.3,1,wild,medium,acceptable,,,,,,"1,729,820"
220,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Elanus,caeruleus,Black-winged kite,,,,,,,,,,260.5,,6.0,1,wild,medium,acceptable,,,,,,"1,820"
221,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Elanus,leucurus,White-tailed kite,,,30.0,,4.1,1.5,,17.4,,280.0,,6.0,427,wild,tiny,acceptable,,,,,,"427,444,445"
222,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Geranoaetus,melanoleucus,Black-chested buzzard-eagle,,,,,,,,,,2447.5,,42.0,575,captivity,medium,acceptable,,,5.1887,2860.0,,"425,575,820"
223,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gypaetus,barbatus,Bearded vulture,,,,,,,,,,5070.0,,40.0,1,captivity,medium,acceptable,,,,,,1
224,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gypohierax,angolensis,Palm-nut vulture,,,,,,,,,,1600.0,,27.1,575,captivity,medium,acceptable,,,,,,"575,820"
225,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,africanus,White-backed vulture,,,,,,,,,,5433.0,0.045,19.7,575,captivity,medium,acceptable,,,,,,"575,732,820"
226,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,bengalensis,Bengal vulture,,,,,,,,,,4385.0,,,,unknown,tiny,low,,,,,,"575,820"
227,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,fulvus,Eurasian griffon,1460.0,1460.0,,,,,,,,7436.0,,41.4,1,captivity,large,acceptable,,,,,,"1,729,820"
228,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,albicilla,White-tailed sea-eagle,1460.0,1460.0,41.0,,2.0,,,,,6696.5,0.14,42.0,1,captivity,medium,acceptable,,,,,,"1,444,732,1146"
229,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,leucocephalus,Bald eagle,1460.0,1460.0,35.0,,2.0,1.0,,,,3175.0,0.098,48.0,,captivity,large,acceptable,,,,,,"61,437,438,440,444,445,732,1142"
230,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Harpia,harpyja,Harpy eagle,,,,,,,,,,4800.0,,16.8,575,captivity,medium,acceptable,,,,,,"575,820"
231,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Harpyopsis,novaeguineae,New Guinea eagle,,,,,,,,,,,,30.0,1,captivity,tiny,acceptable,,,,,,1
232,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Hieraaetus,morphnoides,Little eagle,,,,,,,,,,791.0,,10.3,1,wild,medium,acceptable,,,,,,"1,820"
233,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Ictinia,mississippiensis,Mississippi kite,365.0,365.0,31.0,,2.0,1.0,,17.0,,266.0,0.16899999999999998,11.2,427,wild,tiny,acceptable,,,,,,"427,444,445,732"
234,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Kaupifalco,monogrammicus,Lizard buzzard,,,,,,,,,,280.5,,8.6,1,wild,medium,acceptable,,,,,,"1,820"
235,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Lophoictinia,isura,Square-tailed kite,,,,,,,,,,585.5,,17.0,1,wild,medium,acceptable,,,,,,"1,820"
236,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Milvus,migrans,Black kite,1095.0,1095.0,,,,,,,,1000.0,0.179,24.0,,unknown,medium,acceptable,,,,,,"61,729,732,1143,1287"
237,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Milvus,milvus,Red kite,1095.0,1095.0,,,,,,,,1080.0,,38.0,1,captivity,medium,acceptable,,,,,,"1,729,820"
238,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Neophron,percnopterus,Egyptian vulture,,,,,,,,,,2082.0,0.102,37.0,1,captivity,medium,acceptable,,,,,,"1,732,820,1278"
239,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Parabuteo,unicinctus,Harris's hawk,365.0,365.0,34.0,,3.0,2.0,,,,994.26,,25.0,1,captivity,large,acceptable,,,,,,"1,444,445"
240,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Pernis,apivorus,Western honey-buzzard,1095.0,1095.0,,,,,,,,758.0,,29.0,1,wild,medium,acceptable,,,2.36428,652.0,,"1,425,729,820"
241,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Pithecophaga,jefferyi,Philippine eagle,1825.0,2555.0,63.0,,1.0,,,,,6500.0,,41.0,515,captivity,small,acceptable,,,,,,515
242,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Rostrhamus,sociabilis,Snail kite,365.0,365.0,30.0,,3.0,2.0,,29.3,,352.5,,17.0,1,wild,tiny,acceptable,,,,,,"1,61,444,445,1143"
243,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Terathopius,ecaudatus,Bateleur,,,,,,,,,,2200.0,,55.0,1146,unknown,small,questionable,,,,,,"820,1146"
244,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Cathartes,aura,Turkey vulture,4015.0,4015.0,39.0,,2.0,1.0,,60.0,,2200.0,0.126,20.8,,unknown,medium,acceptable,,,,,,"444,445,732,977"
245,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Coragyps,atratus,Black vulture,2920.0,2920.0,35.0,,2.0,1.0,,70.0,,2270.0,0.1,25.5,576,wild,medium,acceptable,,,,,,"444,445,576,732"
246,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Gymnogyps,californianus,California condor,2190.0,2190.0,57.0,,1.0,2.0,,185.3,,11175.0,,45.0,1,wild,medium,acceptable,,,,,,"1,61,437,444,445"
247,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Sarcoramphus,papa,King vulture,,,57.0,,,,,,,3405.0,0.078,40.0,1,captivity,small,acceptable,,,,,,"1,444,732"
248,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Vultur,gryphus,Andean condor,2555.0,2555.0,56.0,,1.0,,,,,10500.0,0.078,79.0,855,captivity,medium,acceptable,,,,,,"2,438,732,855,1149"
249,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,haliaetus,Osprey,1095.0,1095.0,38.0,,3.0,1.0,,50.3,,1362.0,0.172,32.0,427,wild,medium,acceptable,0.6,,,,,"427,437,444,445,732"
250,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,galericulata,Mandarin duck,,,29.0,,10.5,,,,,570.0,,10.4,0553,wild,small,questionable,,,,,,"553,820"
251,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,sponsa,Wood duck,365.0,365.0,31.0,,12.0,2.0,,23.7,,452.8,,22.5,577,wild,large,acceptable,,,2.247,448.0,,"437,444,445,510,577,1143"
252,Animalia,Chordata,Aves,Anseriformes,Anatidae,Alopochen,aegyptiaca,Egyptian goose,730.0,730.0,29.0,,7.0,,,,,1900.0,,25.5,575,captivity,small,acceptable,,,,,,"427,448,575"
253,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,acuta,Northern pintail,240.0,240.0,22.0,,7.5,1.0,,26.0,,721.0,,27.4,450,wild,large,acceptable,,,,,,"437,444,445,450"
254,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,americana,American wigeon,365.0,365.0,23.0,,9.0,1.0,,24.0,,793.8,,21.3,576,wild,large,acceptable,,,,,,"444,445,576"
255,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,bahamensis,White-cheeked pintail,,,,,,,,,,491.7,,,,unknown,large,low,,,,,,"427,820,849"
256,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,clypeata,Northern shoveler,240.0,240.0,23.0,,11.0,1.0,,23.0,,613.0,,22.6,553,wild,medium,acceptable,,,3.9209,554.0,,"425,444,445,553,729,820"
257,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,crecca,Green-winged teal,180.0,180.0,22.0,,10.0,1.0,,15.0,,343.8,,27.1,450,wild,medium,acceptable,,,1.6838799999999998,250.0,,"425,437,444,445,450,820"
258,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,cyanoptera,Cinnamon teal,365.0,365.0,23.0,,10.0,1.5,,18.2,,411.0,,12.9,576,wild,medium,acceptable,,,,,,"444,445,576"
259,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,discors,Blue-winged teal,240.0,240.0,24.0,,10.0,1.0,,18.3,,420.0,,23.2,427,wild,large,acceptable,,,,,,"427,437,444,445"
260,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,fulvigula,Mottled duck,365.0,365.0,26.0,,10.0,1.0,,32.9,,950.0,,20.0,1,captivity,small,acceptable,,,,,,"1,445"
261,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,laysanensis,Laysan duck,365.0,365.0,28.0,,3.8,1.0,,26.0,,500.0,,12.0,576,wild,small,acceptable,,,,,,"445,576"
262,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,penelope,Eurasian wigeon,365.0,365.0,24.0,,8.0,,,,,660.0,,35.2,450,wild,medium,acceptable,,,2.8538,723.0,,"425,444,450,729"
263,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,Mallard,365.0,365.0,26.0,,9.0,1.0,,32.8,,1048.1,0.12,29.1,,unknown,medium,acceptable,,,4.0680000000000005,1020.0,,"61,394,437,444,445,510,729,732"
264,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,querquedula,Garganey,365.0,365.0,,,,,,,,326.0,,14.7,450,wild,medium,acceptable,,,,,,"450,729,820"
265,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,rubripes,American black duck,365.0,365.0,28.0,,9.0,1.0,,32.0,,998.7,0.084,26.6,972,wild,large,acceptable,,,3.6076,904.0,,"425,437,444,445,732,972"
266,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,strepera,Gadwall,240.0,240.0,26.0,,10.0,1.0,,35.6,,791.0,0.115,28.0,972,unknown,medium,acceptable,,,,,,"437,444,445,450,732,972"
267,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,albifrons,Greater white-fronted goose,1095.0,1095.0,27.0,,5.0,1.0,,90.3,,2681.0,,47.0,445,captivity,medium,acceptable,,,,,,"437,444,445"
268,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,anser,Greylag goose,1095.0,1095.0,,,,,,,,3308.5,0.10400000000000001,31.0,575,captivity,large,high,,,,,,"543,575,729,732,820"
269,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,brachyrhynchus,Pink-footed goose,1095.0,1095.0,,,,,,,,2645.0,,40.9,450,wild,medium,acceptable,,,,,,"450,729,820"
270,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,fabalis,Bean goose,1095.0,1095.0,28.0,,4.0,,,,,3348.0,,25.6,450,wild,medium,acceptable,,,,,,"444,450,729"
271,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,affinis,Lesser scaup,365.0,365.0,24.0,,10.0,1.0,,30.8,,787.0,0.091,18.3,576,wild,large,acceptable,,,,,,"444,445,576,732,1143"
272,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,americana,Redhead,365.0,365.0,26.0,,13.0,1.0,,37.6,,1077.3,0.08900000000000001,22.6,427,wild,large,acceptable,,,,,,"427,444,445,732"
273,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,collaris,Ring-necked duck,365.0,365.0,27.0,,9.0,1.0,,29.3,,737.0,,20.4,577,wild,large,acceptable,,,,,,"444,445,577"
274,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,ferina,Common pochard,365.0,365.0,,,,,,,,823.0,,23.2,450,wild,medium,acceptable,,,,,,"450,729,820"
275,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,fuligula,Tufted duck,365.0,365.0,,,,,,,,701.5,0.14400000000000002,45.2,450,wild,medium,acceptable,,,,,,"450,729,732,820"
276,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,marila,Greater scaup,365.0,365.0,26.0,,9.0,1.0,,46.3,,928.5,,22.1,576,wild,large,acceptable,,,,,,"444,445,576,729"
277,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,valisineria,Canvasback,240.0,240.0,24.0,,9.0,1.0,,44.7,,1208.8,0.087,29.5,427,wild,large,acceptable,,,,,,"427,437,444,445,732"
